"duration_sec","start_time","end_time","start_station_id","start_station_name","start_station_latitude","start_station_longitude","end_station_id","end_station_name","end_station_latitude","end_station_longitude","bike_id","user_type","member_birth_year","member_gender"
169,"2018-01-31 08:11:33.9970","2018-01-31 08:14:23.2580",181,"Grand Ave at Webster St",37.8113768,-122.2651925,182,"19th Street BART Station",37.8090126,-122.2682473,2505,"Subscriber",1989,"Female"
927,"2018-01-31 07:58:53.1200","2018-01-31 08:14:20.6040",22,"Howard St at Beale St",37.789756,-122.394643,41,"Golden Gate Ave at Polk St",37.78127,-122.41874,2452,"Subscriber",1977,"Female"
443,"2018-01-31 08:06:47.5860","2018-01-31 08:14:11.0250",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,2034,"Subscriber",1982,"Male"
562,"2018-01-31 08:04:47.9590","2018-01-31 08:14:10.2470",197,"El Embarcadero at Grand Ave",37.8088479,-122.2496799,182,"19th Street BART Station",37.8090126,-122.2682473,173,"Subscriber",1989,"Male"
327,"2018-01-31 08:08:35.4340","2018-01-31 08:14:02.7960",15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,6,"The Embarcadero at Sansome St",37.80477,-122.403234,3497,"Subscriber",1985,"Male"
310,"2018-01-31 08:08:44.5470","2018-01-31 08:13:54.7030",15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,28,"The Embarcadero at Bryant St",37.78716801474664,-122.38809792330358,2828,"Subscriber",1965,"Male"
353,"2018-01-31 08:07:56.3510","2018-01-31 08:13:50.0360",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,45,"5th St at Howard St",37.781752,-122.405127,2773,"Subscriber",1983,"Male"
1104,"2018-01-31 07:55:20.5410","2018-01-31 08:13:44.9240",36,"Folsom St at 3rd St",37.78383,-122.39887,58,"Market St at 10th St",37.776619,-122.417385,805,"Subscriber",1991,"Male"
217,"2018-01-31 08:10:03.9620","2018-01-31 08:13:40.9790",21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,25,"Howard St at 2nd St",37.787521780456245,-122.39740490913391,86,"Subscriber",1985,"Male"
235,"2018-01-31 08:09:43.2920","2018-01-31 08:13:39.1610",157,"65th St at Hollis St",37.8467842,-122.2913761,270,"Ninth St at Heinz Ave",37.8534894,-122.2894154,1546,"Subscriber",1985,"Female"
390,"2018-01-31 08:07:00.5230","2018-01-31 08:13:30.8410",196,"Grand Ave at Perkins St",37.80889393398715,-122.25646018981932,182,"19th Street BART Station",37.8090126,-122.2682473,137,"Subscriber",1984,"Male"
248,"2018-01-31 08:09:15.4760","2018-01-31 08:13:23.9030",15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,20,"Mechanics Monument Plaza (Market St at Bush St)",37.7913,-122.399051,126,"Subscriber",1977,"Male"
280,"2018-01-31 08:08:43.1560","2018-01-31 08:13:23.7480",15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,20,"Mechanics Monument Plaza (Market St at Bush St)",37.7913,-122.399051,2937,"Subscriber",1972,"Male"
708,"2018-01-31 08:01:35.0750","2018-01-31 08:13:23.6510",274,"Oregon St at Adeline St",37.8575672,-122.2675583,267,"Derby St at College Ave",37.8618037,-122.2535687,3638,"Subscriber",1982,"Male"
538,"2018-01-31 08:04:22.3850","2018-01-31 08:13:21.3130",72,"Page St at Scott St",37.772406,-122.4356498,58,"Market St at 10th St",37.776619,-122.417385,3616,"Subscriber",1965,"Male"
554,"2018-01-31 08:03:50.1200","2018-01-31 08:13:04.2330",15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,49,"S Park St at 3rd St",37.7807601,-122.3949894,1735,"Subscriber",1979,"Male"
107,"2018-01-31 08:11:15.8710","2018-01-31 08:13:03.3400",137,"Jersey St at Castro St",37.750506,-122.4339496,138,"Jersey St at Church St",37.7509004,-122.4274114,3055,"Subscriber",1988,"Male"
397,"2018-01-31 08:06:24.4760","2018-01-31 08:13:01.9290",267,"Derby St at College Ave",37.8618037,-122.2535687,171,"Rockridge BART Station",37.84427875399067,-122.251900434494,2382,"Subscriber",1990,"Male"
1654,"2018-01-31 07:45:14.4810","2018-01-31 08:12:49.2760",147,"29th St at Tiffany Ave",37.7440667,-122.4214722,27,"Beale St at Harrison St",37.7880593,-122.3918648,2788,"Subscriber","",""
330,"2018-01-31 08:07:09.8150","2018-01-31 08:12:40.6950",15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,25,"Howard St at 2nd St",37.787521780456245,-122.39740490913391,3377,"Subscriber",1977,"Male"
326,"2018-01-31 08:07:09.1580","2018-01-31 08:12:35.8690",49,"S Park St at 3rd St",37.7807601,-122.3949894,21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,1564,"Subscriber",1991,"Male"
479,"2018-01-31 08:04:10.4060","2018-01-31 08:12:09.8330",58,"Market St at 10th St",37.776619,-122.417385,21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,534,"Subscriber",1993,"Female"
296,"2018-01-31 08:07:09.9800","2018-01-31 08:12:06.4170",15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,20,"Mechanics Monument Plaza (Market St at Bush St)",37.7913,-122.399051,3345,"Subscriber",1957,"Male"
452,"2018-01-31 08:04:31.1330","2018-01-31 08:12:04.0220",214,"Market St at Brockhurst St",37.8233214,-122.2757325,176,"MacArthur BART Station",37.82840997305853,-122.26631462574005,2518,"Subscriber",1993,"Male"
249,"2018-01-31 08:07:35.9550","2018-01-31 08:11:45.5920",133,"Valencia St at 22nd St",37.7552126,-122.4209752,141,"Valencia St at Cesar Chavez St",37.7479981,-122.4202187,1520,"Subscriber",1983,"Female"
386,"2018-01-31 08:05:18.2260","2018-01-31 08:11:44.6800",145,"29th St at Church St",37.7436839,-122.4268059,134,"Valencia St at 24th St",37.7524278,-122.4206278,1992,"Subscriber",1989,"Female"
186,"2018-01-31 08:08:23.6340","2018-01-31 08:11:29.9220",158,"Shattuck Ave at Telegraph Ave",37.8332786,-122.2634901,176,"MacArthur BART Station",37.82840997305853,-122.26631462574005,2062,"Subscriber",1979,"Male"
975,"2018-01-31 07:55:05.3990","2018-01-31 08:11:20.6500",30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,6,"The Embarcadero at Sansome St",37.80477,-122.403234,1612,"Subscriber",1993,"Male"
840,"2018-01-31 07:57:01.7220","2018-01-31 08:11:02.2220",84,"Duboce Park",37.7692005,-122.4338119,284,"Yerba Buena Center for the Arts (Howard St at 3rd St)",37.78487208436062,-122.40087568759917,389,"Subscriber",1983,"Male"
899,"2018-01-31 07:55:55.4240","2018-01-31 08:10:55.3270",124,"19th St at Florida St",37.7604469,-122.410807,84,"Duboce Park",37.7692005,-122.4338119,324,"Subscriber",1969,"Male"
974,"2018-01-31 07:54:36.0580","2018-01-31 08:10:50.4070",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,6,"The Embarcadero at Sansome St",37.80477,-122.403234,1076,"Subscriber",1972,"Male"
1030,"2018-01-31 07:53:36.8740","2018-01-31 08:10:47.7060",30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,6,"The Embarcadero at Sansome St",37.80477,-122.403234,3680,"Subscriber",1989,"Male"
512,"2018-01-31 08:02:11.7030","2018-01-31 08:10:43.9080",58,"Market St at 10th St",37.776619,-122.417385,21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,3655,"Subscriber",1995,"Male"
1010,"2018-01-31 07:53:46.4900","2018-01-31 08:10:36.7380",70,"Central Ave at Fell St",37.77331087889723,-122.44429260492325,88,"11th St at Bryant St",37.7700298,-122.4117258,3176,"Subscriber",1996,"Male"
1027,"2018-01-31 07:53:28.9890","2018-01-31 08:10:36.2050",70,"Central Ave at Fell St",37.77331087889723,-122.44429260492325,88,"11th St at Bryant St",37.7700298,-122.4117258,2370,"Subscriber",1996,"Female"
632,"2018-01-31 07:59:56.7840","2018-01-31 08:10:29.7160",324,"Union Square (Powell St at Post St)",37.788299978150825,-122.40853071212767,49,"S Park St at 3rd St",37.7807601,-122.3949894,700,"Subscriber",1989,"Female"
821,"2018-01-31 07:56:42.1580","2018-01-31 08:10:23.4080",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,20,"Mechanics Monument Plaza (Market St at Bush St)",37.7913,-122.399051,1503,"Subscriber",1969,"Male"
840,"2018-01-31 07:56:12.0160","2018-01-31 08:10:12.7310",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,97,"14th St at Mission St",37.7682646,-122.4201102,3260,"Subscriber",1975,"Male"
288,"2018-01-31 08:05:18.8840","2018-01-31 08:10:07.4810",43,"San Francisco Public Library (Grove St at Hyde St)",37.7787677,-122.4159292,75,"Market St at Franklin St",37.7737932060887,-122.42123901844025,1640,"Subscriber",1981,"Male"
238,"2018-01-31 08:05:54.1990","2018-01-31 08:09:52.6210",223,"16th St Mission BART Station 2",37.7647652154977,-122.42009103298186,107,"17th St at Dolores St",37.7630152,-122.4264968,2019,"Subscriber",1978,"Male"
541,"2018-01-31 08:00:44.8310","2018-01-31 08:09:46.2510",58,"Market St at 10th St",37.776619,-122.417385,101,"San Bruno Ave at 16th St",37.76600774273675,-122.40567684173583,2361,"Subscriber",1982,"Male"
381,"2018-01-31 08:03:11.7490","2018-01-31 08:09:33.2980",89,"Division St at Potrero Ave",37.76921786152374,-122.40764558315276,81,"Berry St at 4th St",37.77588,-122.39317,1590,"Customer","",""
209,"2018-01-31 08:06:00.3290","2018-01-31 08:09:29.3780",99,"Folsom St at 15th St",37.7670373,-122.4154425,97,"14th St at Mission St",37.7682646,-122.4201102,2397,"Subscriber",1993,"Male"
