"duration_sec","start_time","end_time","start_station_id","start_station_name","start_station_latitude","start_station_longitude","end_station_id","end_station_name","end_station_latitude","end_station_longitude","bike_id","user_type","member_birth_year","member_gender"
419,"2018-03-31 12:02:33.3690","2018-03-31 12:09:33.0110",79,"7th St at Brannan St",37.7734919,-122.4036725,81,"Berry St at 4th St",37.77588,-122.39317,193,"Subscriber",1977,"Male"
381,"2018-03-31 12:03:09.1250","2018-03-31 12:09:30.8120",79,"7th St at Brannan St",37.7734919,-122.4036725,81,"Berry St at 4th St",37.77588,-122.39317,496,"Customer",1980,"Male"
558,"2018-03-31 12:00:06.2710","2018-03-31 12:09:25.1290",266,"Parker St at Fulton St",37.8624644,-122.2647911,244,"Shattuck Ave at Hearst Ave",37.8737917,-122.2686176,1261,"Subscriber",1988,"Female"
593,"2018-03-31 11:58:37.9360","2018-03-31 12:08:31.3810",132,"24th St at Chattanooga St",37.7518194,-122.4266139,98,"Valencia St at 16th St",37.765052,-122.4218661,3649,"Subscriber",1993,"Other"
651,"2018-03-31 11:56:46.0100","2018-03-31 12:07:37.0410",3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,61,"Howard St at 8th St",37.7765126,-122.4113061,2768,"Subscriber",1988,"Female"
440,"2018-03-31 12:00:10.8400","2018-03-31 12:07:31.3240",95,"Sanchez St at 15th St",37.7662185,-122.4310597,133,"Valencia St at 22nd St",37.7552126,-122.4209752,2734,"Subscriber",1993,"Male"
613,"2018-03-31 11:57:10.3620","2018-03-31 12:07:23.4510",3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,61,"Howard St at 8th St",37.7765126,-122.4113061,3300,"Subscriber",1988,"Female"
979,"2018-03-31 11:50:58.4520","2018-03-31 12:07:17.4830",118,"Eureka Valley Recreation Center",37.7591769,-122.4369431,113,"Franklin Square",37.764555,-122.410345,1341,"Subscriber",1986,"Male"
991,"2018-03-31 11:50:44.9540","2018-03-31 12:07:16.6690",118,"Eureka Valley Recreation Center",37.7591769,-122.4369431,113,"Franklin Square",37.764555,-122.410345,2686,"Subscriber",1977,"Male"
373,"2018-03-31 12:00:55.7290","2018-03-31 12:07:08.9050",166,"College Ave at Alcatraz Ave",37.8513755,-122.2525233,249,"Russell St at College Ave",37.8584732,-122.2532529,339,"Customer",1984,"Female"
1008,"2018-03-31 11:50:20.1830","2018-03-31 12:07:08.4830",193,"Grand Ave at Santa Clara Ave",37.8127441,-122.2472152,212,"Mosswood Park",37.8249311,-122.2604787,2009,"Subscriber",1986,"Female"
