"duration_sec","start_time","end_time","start_station_id","start_station_name","start_station_latitude","start_station_longitude","end_station_id","end_station_name","end_station_latitude","end_station_longitude","bike_id","user_type","member_birth_year","member_gender"
285,"2018-01-18 06:48:07.5410","2018-01-18 06:52:53.1020",5,"Powell St BART Station (Market St at 5th St)",37.783899357084934,-122.40844488143921,47,"4th St at Harrison St",37.78095459960753,-122.39974915981291,1088,"Subscriber",1963,"Male"
485,"2018-01-18 06:44:03.5910","2018-01-18 06:52:08.8740",81,"Berry St at 4th St",37.77588,-122.39317,24,"Spear St at Folsom St",37.7896767,-122.3904285,1999,"Subscriber",1999,"Male"
522,"2018-01-18 06:42:59.4440","2018-01-18 06:51:42.1070",126,"Esprit Park",37.7616343,-122.3906477,66,"3rd St at Townsend St",37.77874161153677,-122.39274082710836,697,"Subscriber",1988,"Female"
596,"2018-01-18 06:41:40.9640","2018-01-18 06:51:37.1560",296,"5th St at Virginia St",37.3259984,-121.87712,312,"San Jose Diridon Station",37.329732,-121.901782,2532,"Subscriber",1983,"Male"
357,"2018-01-18 06:45:37.7310","2018-01-18 06:51:34.8270",186,"Lakeside Dr at 14th St",37.8013189,-122.2626418,163,"Lake Merritt BART Station",37.7973195,-122.2653199,1598,"Subscriber",1987,"Male"
452,"2018-01-18 06:43:45.9210","2018-01-18 06:51:18.8330",34,"Father Alfred E Boeddeker Park",37.7839879,-122.412408,67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,619,"Subscriber",1984,"Male"
714,"2018-01-18 06:39:16.0070","2018-01-18 06:51:10.2520",23,"The Embarcadero at Steuart St",37.791464,-122.391034,6,"The Embarcadero at Sansome St",37.80477,-122.403234,1445,"Subscriber",1965,"Male"
232,"2018-01-18 06:46:24.0690","2018-01-18 06:50:16.3370",30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,90,"Townsend St at 7th St",37.771058,-122.402717,1353,"Subscriber",1990,"Male"
577,"2018-01-18 06:40:28.9980","2018-01-18 06:50:06.6210",86,"Market St at Dolores St",37.7693053,-122.4268256,89,"Division St at Potrero Ave",37.76921786152374,-122.40764558315276,1901,"Customer",1982,"Male"
424,"2018-01-18 06:42:35.1270","2018-01-18 06:49:39.4310",60,"8th St at Ringold St",37.77452040113685,-122.4094493687153,3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,1446,"Subscriber",1995,"Male"
286,"2018-01-18 06:44:17.7320","2018-01-18 06:49:03.7720",173,"Shattuck Ave at 55th Ave",37.8403643,-122.2644881,176,"MacArthur BART Station",37.82840997305853,-122.26631462574005,30,"Subscriber",1988,"Male"
982,"2018-01-18 06:32:26.8100","2018-01-18 06:48:49.4830",285,"Webster St at O'Farrell St",37.78352083526095,-122.43115782737732,17,"Embarcadero BART Station (Beale St at Market St)",37.792251,-122.397086,2078,"Subscriber",1993,"Male"
951,"2018-01-18 06:32:40.0250","2018-01-18 06:48:31.3840",29,"O'Farrell St at Divisadero St",37.782404601934104,-122.43944585323335,223,"16th St Mission BART Station 2",37.7647652154977,-122.42009103298186,700,"Subscriber",1984,"Male"
947,"2018-01-18 06:32:33.2710","2018-01-18 06:48:20.8950",29,"O'Farrell St at Divisadero St",37.782404601934104,-122.43944585323335,223,"16th St Mission BART Station 2",37.7647652154977,-122.42009103298186,3117,"Subscriber",1987,"Female"
537,"2018-01-18 06:38:47.3050","2018-01-18 06:47:45.2020",30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,16,"Steuart St at Market St",37.79413,-122.39443,2861,"Subscriber",1995,"Male"
628,"2018-01-18 06:36:53.3800","2018-01-18 06:47:22.2650",324,"Union Square (Powell St at Post St)",37.788299978150825,-122.40853071212767,23,"The Embarcadero at Steuart St",37.791464,-122.391034,880,"Subscriber",1982,"Female"
1021,"2018-01-18 06:29:44.8080","2018-01-18 06:46:46.7960",153,"59th St at Horton St",37.8409452,-122.2913604,266,"Parker St at Fulton St",37.8624644,-122.2647911,886,"Subscriber",1983,"Male"
709,"2018-01-18 06:33:01.2620","2018-01-18 06:44:51.0600",72,"Page St at Scott St",37.772406,-122.4356498,90,"Townsend St at 7th St",37.771058,-122.402717,2007,"Subscriber",1980,"Male"
319,"2018-01-18 06:37:57.9870","2018-01-18 06:43:17.6500",96,"Dolores St at 15th St",37.7662102,-122.4266136,58,"Market St at 10th St",37.776619,-122.417385,3453,"Subscriber",1991,"Male"
523,"2018-01-18 06:34:26.3280","2018-01-18 06:43:09.9260",60,"8th St at Ringold St",37.77452040113685,-122.4094493687153,49,"S Park St at 3rd St",37.7807601,-122.3949894,2794,"Subscriber",1911,"Other"
1133,"2018-01-18 06:23:01.5530","2018-01-18 06:41:55.3370",15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,60,"8th St at Ringold St",37.77452040113685,-122.4094493687153,1400,"Subscriber",1975,"Male"
999,"2018-01-18 06:23:34.0370","2018-01-18 06:40:13.2020",122,"19th St at Mission St",37.760299,-122.418892,34,"Father Alfred E Boeddeker Park",37.7839879,-122.412408,3116,"Subscriber",1961,"Male"
315,"2018-01-18 06:34:56.9810","2018-01-18 06:40:12.2060",196,"Grand Ave at Perkins St",37.80889393398715,-122.25646018981932,182,"19th Street BART Station",37.8090126,-122.2682473,2467,"Subscriber",1978,"Female"
275,"2018-01-18 06:34:21.6610","2018-01-18 06:38:57.5200",86,"Market St at Dolores St",37.7693053,-122.4268256,58,"Market St at 10th St",37.776619,-122.417385,1106,"Subscriber",1985,"Female"
334,"2018-01-18 06:33:02.6080","2018-01-18 06:38:37.4690",15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,2025,"Subscriber",1947,"Male"
527,"2018-01-18 06:29:12.3730","2018-01-18 06:38:00.0850",125,"20th St at Bryant St",37.7592005,-122.409851,119,"18th St at Noe St",37.7610471,-122.4326417,231,"Subscriber","",""
997,"2018-01-18 06:21:13.6140","2018-01-18 06:37:50.8090",120,"Mission Dolores Park",37.7614205,-122.4264353,17,"Embarcadero BART Station (Beale St at Market St)",37.792251,-122.397086,3443,"Subscriber",1956,"Male"
1408,"2018-01-18 06:14:10.8560","2018-01-18 06:37:39.7770",6,"The Embarcadero at Sansome St",37.80477,-122.403234,89,"Division St at Potrero Ave",37.76921786152374,-122.40764558315276,1563,"Subscriber",1992,"Female"
