"duration_sec","start_time","end_time","start_station_id","start_station_name","start_station_latitude","start_station_longitude","end_station_id","end_station_name","end_station_latitude","end_station_longitude","bike_id","user_type","member_birth_year","member_gender"
128,"2018-01-22 20:01:36.3020","2018-01-22 20:03:45.1890",17,"Embarcadero BART Station (Beale St at Market St)",37.792251,-122.397086,15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,2003,"Subscriber",1969,"Male"
815,"2018-01-22 19:49:49.0970","2018-01-22 20:03:24.7450",130,"22nd St Caltrain Station",37.75736899005735,-122.3920565843582,47,"4th St at Harrison St",37.78095459960753,-122.39974915981291,2860,"Customer",1987,"Male"
630,"2018-01-22 19:52:23.7470","2018-01-22 20:02:54.4810",313,"Almaden Blvd at San Fernando St",37.331415,-121.8932,304,"Jackson St at 5th St",37.3487586867448,-121.89479783177376,220,"Subscriber",1978,"Male"
567,"2018-01-22 19:53:23.5080","2018-01-22 20:02:51.3040",97,"14th St at Mission St",37.7682646,-122.4201102,100,"Bryant St at 15th St",37.7671004,-122.410662,2568,"Subscriber",1985,"Male"
422,"2018-01-22 19:54:43.3740","2018-01-22 20:01:45.9860",23,"The Embarcadero at Steuart St",37.791464,-122.391034,6,"The Embarcadero at Sansome St",37.80477,-122.403234,3184,"Subscriber",1985,"Male"
470,"2018-01-22 19:53:55.4600","2018-01-22 20:01:45.7490",176,"MacArthur BART Station",37.82840997305853,-122.26631462574005,152,"47th St at San Pablo Ave",37.83563220458518,-122.28105068206787,2755,"Subscriber",1976,"Male"
137,"2018-01-22 19:59:15.4320","2018-01-22 20:01:32.6550",110,"17th & Folsom Street Park (17th St at Folsom St)",37.7637085,-122.4152042,99,"Folsom St at 15th St",37.7670373,-122.4154425,2084,"Subscriber",1965,"Female"
133,"2018-01-22 19:59:15.7270","2018-01-22 20:01:29.0770",110,"17th & Folsom Street Park (17th St at Folsom St)",37.7637085,-122.4152042,99,"Folsom St at 15th St",37.7670373,-122.4154425,2711,"Subscriber",1949,"Male"
706,"2018-01-22 19:49:26.4530","2018-01-22 20:01:13.4190",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,75,"Market St at Franklin St",37.7737932060887,-122.42123901844025,267,"Subscriber",1986,"Male"
899,"2018-01-22 19:46:07.4270","2018-01-22 20:01:06.7130",3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,90,"Townsend St at 7th St",37.771058,-122.402717,854,"Subscriber",1984,"Male"
400,"2018-01-22 19:53:39.2930","2018-01-22 20:00:19.4000",176,"MacArthur BART Station",37.82840997305853,-122.26631462574005,189,"Genoa St at 55th St",37.8396488,-122.2717561,419,"Subscriber",1985,"Male"
509,"2018-01-22 19:51:24.1220","2018-01-22 19:59:53.4010",75,"Market St at Franklin St",37.7737932060887,-122.42123901844025,95,"Sanchez St at 15th St",37.7662185,-122.4310597,3362,"Customer","",""
679,"2018-01-22 19:48:27.9500","2018-01-22 19:59:47.8270",129,"Harrison St at 20th St",37.758862,-122.412544,63,"Bryant St at 6th St",37.775910222333366,-122.40257500673577,3574,"Subscriber",1990,"Male"
762,"2018-01-22 19:46:16.6600","2018-01-22 19:58:59.2000",19,"Post St at Kearny St",37.788975,-122.403452,85,"Church St at Duboce Ave",37.7700831,-122.4291557,3336,"Subscriber",1988,"Male"
155,"2018-01-22 19:55:57.7770","2018-01-22 19:58:33.4340",75,"Market St at Franklin St",37.7737932060887,-122.42123901844025,58,"Market St at 10th St",37.776619,-122.417385,3180,"Subscriber",1987,"Male"
2050,"2018-01-22 19:24:04.0630","2018-01-22 19:58:14.2750",243,"Bancroft Way at College Ave",37.8693603,-122.2543374,163,"Lake Merritt BART Station",37.7973195,-122.2653199,794,"Subscriber",1992,"Male"
375,"2018-01-22 19:51:44.7610","2018-01-22 19:57:59.9790",62,"Victoria Manalo Draves Park",37.77779057034257,-122.40643188357353,89,"Division St at Potrero Ave",37.76921786152374,-122.40764558315276,2340,"Subscriber",1994,"Male"
384,"2018-01-22 19:51:05.6460","2018-01-22 19:57:30.5890",45,"5th St at Howard St",37.781752,-122.405127,26,"1st St at Folsom St",37.78729,-122.39438,1952,"Subscriber",1995,"Male"
1289,"2018-01-22 19:35:50.4990","2018-01-22 19:57:20.4740",97,"14th St at Mission St",37.7682646,-122.4201102,324,"Union Square (Powell St at Post St)",37.788299978150825,-122.40853071212767,1668,"Customer","",""
439,"2018-01-22 19:49:55.8890","2018-01-22 19:57:15.5190",99,"Folsom St at 15th St",37.7670373,-122.4154425,113,"Franklin Square",37.764555,-122.410345,1750,"Customer",1993,"Male"
308,"2018-01-22 19:51:52.7320","2018-01-22 19:57:01.0890",201,"10th St at Fallon St",37.7976728,-122.2629973,221,"12th St at 6th Ave",37.7943532,-122.2538745,1394,"Subscriber",1984,"Male"
297,"2018-01-22 19:51:48.0410","2018-01-22 19:56:45.7800",88,"11th St at Bryant St",37.7700298,-122.4117258,75,"Market St at Franklin St",37.7737932060887,-122.42123901844025,3666,"Subscriber",1987,"Male"
507,"2018-01-22 19:47:48.3130","2018-01-22 19:56:15.5650",241,"Ashby BART Station",37.8524766,-122.2702132,157,"65th St at Hollis St",37.8467842,-122.2913761,3545,"Subscriber",1993,"Male"
