"duration_sec","start_time","end_time","start_station_id","start_station_name","start_station_latitude","start_station_longitude","end_station_id","end_station_name","end_station_latitude","end_station_longitude","bike_id","user_type","member_birth_year","member_gender"
171,"2018-03-22 16:13:24.2890","2018-03-22 16:16:15.7900",41,"Golden Gate Ave at Polk St",37.78127,-122.41874,42,"San Francisco City Hall (Polk St at Grove St)",37.77865,-122.41823,2640,"Subscriber",1991,"Male"
599,"2018-03-22 16:06:16.3900","2018-03-22 16:16:15.4580",80,"Townsend St at 5th St",37.7753058,-122.39738,22,"Howard St at Beale St",37.789756,-122.394643,2011,"Subscriber",1970,"Male"
498,"2018-03-22 16:07:55.4520","2018-03-22 16:16:13.6750",6,"The Embarcadero at Sansome St",37.80477,-122.403234,22,"Howard St at Beale St",37.789756,-122.394643,2402,"Subscriber",1985,"Male"
287,"2018-03-22 16:10:14.5920","2018-03-22 16:15:01.5990",129,"Harrison St at 20th St",37.758862,-122.412544,122,"19th St at Mission St",37.760299,-122.418892,3716,"Subscriber",1986,"Female"
677,"2018-03-22 16:03:33.2420","2018-03-22 16:14:51.1870",45,"5th St at Howard St",37.781752,-122.405127,67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,3188,"Subscriber",1986,"Female"
230,"2018-03-22 16:10:56.7960","2018-03-22 16:14:46.9620",22,"Howard St at Beale St",37.789756,-122.394643,14,"Clay St at Battery St",37.795001,-122.39997,2856,"Subscriber",1989,"Male"
1277,"2018-03-22 15:53:16.0130","2018-03-22 16:14:33.7840",152,"47th St at San Pablo Ave",37.83563220458518,-122.28105068206787,259,"Addison St at Fourth St",37.866249,-122.2993708,2090,"Subscriber",1983,"Male"
710,"2018-03-22 16:02:42.1290","2018-03-22 16:14:32.2120",338,"13th St at Franklin St",37.80318908113163,-122.27057933807373,197,"El Embarcadero at Grand Ave",37.8088479,-122.2496799,3232,"Subscriber",1975,"Female"
370,"2018-03-22 16:07:58.7120","2018-03-22 16:14:09.4040",5,"Powell St BART Station (Market St at 5th St)",37.783899357084934,-122.40844488143921,64,"5th St at Brannan St",37.7767539,-122.3990176,2992,"Customer",1993,"Male"
377,"2018-03-22 16:07:39.4830","2018-03-22 16:13:56.6020",5,"Powell St BART Station (Market St at 5th St)",37.783899357084934,-122.40844488143921,64,"5th St at Brannan St",37.7767539,-122.3990176,2059,"Subscriber",1990,"Male"
372,"2018-03-22 16:07:06.3520","2018-03-22 16:13:18.9860",89,"Division St at Potrero Ave",37.76921786152374,-122.40764558315276,67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,567,"Subscriber",1987,"Male"
218,"2018-03-22 16:09:19.1870","2018-03-22 16:12:57.5520",90,"Townsend St at 7th St",37.771058,-122.402717,67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,2934,"Subscriber",1985,"Male"
690,"2018-03-22 16:01:26.6670","2018-03-22 16:12:56.7420",27,"Beale St at Harrison St",37.7880593,-122.3918648,3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,2796,"Subscriber",1974,"Other"
713,"2018-03-22 16:00:59.0660","2018-03-22 16:12:52.7130",27,"Beale St at Harrison St",37.7880593,-122.3918648,3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,2411,"Subscriber",1974,"Female"
832,"2018-03-22 15:58:53.6710","2018-03-22 16:12:46.3670",139,"Garfield Square (25th St at Harrison St)",37.7510171,-122.4119009,146,"30th St at San Jose Ave",37.7423139,-122.4231805,3661,"Customer",1988,"Female"
515,"2018-03-22 16:04:07.8970","2018-03-22 16:12:43.8260",80,"Townsend St at 5th St",37.7753058,-122.39738,61,"Howard St at 8th St",37.7765126,-122.4113061,1110,"Subscriber",1986,"Male"
426,"2018-03-22 16:05:24.6480","2018-03-22 16:12:31.2820",342,"Colin P Kelly Jr St at Townsend St (Temporary Site)",37.781382819628725,-122.3898410797119,15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,277,"Subscriber",1978,"Male"
1615,"2018-03-22 15:45:33.4480","2018-03-22 16:12:28.9300",55,"Webster St at Grove St",37.7770527,-122.4295585,324,"Union Square (Powell St at Post St)",37.788299978150825,-122.40853071212767,775,"Customer",1995,"Male"
707,"2018-03-22 16:00:39.0500","2018-03-22 16:12:26.2130",16,"Steuart St at Market St",37.79413,-122.39443,81,"Berry St at 4th St",37.77588,-122.39317,2585,"Subscriber",1982,"Male"
1753,"2018-03-22 15:42:55.7340","2018-03-22 16:12:09.6840",55,"Webster St at Grove St",37.7770527,-122.4295585,324,"Union Square (Powell St at Post St)",37.788299978150825,-122.40853071212767,2806,"Customer",1994,"Female"
348,"2018-03-22 16:06:12.0190","2018-03-22 16:12:00.3440",37,"2nd St at Folsom St",37.78499972833808,-122.39593561749642,23,"The Embarcadero at Steuart St",37.791464,-122.391034,2826,"Subscriber",1972,"Male"
1261,"2018-03-22 15:50:55.0150","2018-03-22 16:11:56.3100",44,"Civic Center/UN Plaza BART Station (Market St at McAllister St)",37.7810737,-122.4117382,26,"1st St at Folsom St",37.78729,-122.39438,1979,"Subscriber",1959,"Male"
