"duration_sec","start_time","end_time","start_station_id","start_station_name","start_station_latitude","start_station_longitude","end_station_id","end_station_name","end_station_latitude","end_station_longitude","bike_id","user_type","member_birth_year","member_gender"
1029,"2018-03-30 17:22:29.8470","2018-03-30 17:39:39.5540",81,"Berry St at 4th St",37.77588,-122.39317,109,"17th St at Valencia St",37.7633158,-122.4219039,1206,"Subscriber","",""
420,"2018-03-30 17:32:36.0470","2018-03-30 17:39:36.9720",338,"13th St at Franklin St",37.80318908113163,-122.27057933807373,200,"2nd Ave at E 18th St",37.800213566969795,-122.25381016731262,3281,"Subscriber",1987,"Male"
1001,"2018-03-30 17:22:54.3030","2018-03-30 17:39:35.4960",30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,1156,"Customer","",""
959,"2018-03-30 17:23:34.0240","2018-03-30 17:39:33.3860",30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,1530,"Customer","",""
426,"2018-03-30 17:32:14.7820","2018-03-30 17:39:21.0900",90,"Townsend St at 7th St",37.771058,-122.402717,44,"Civic Center/UN Plaza BART Station (Market St at McAllister St)",37.7810737,-122.4117382,457,"Subscriber",1986,"Female"
1111,"2018-03-30 17:20:37.9810","2018-03-30 17:39:09.0460",22,"Howard St at Beale St",37.789756,-122.394643,126,"Esprit Park",37.7616343,-122.3906477,247,"Subscriber",1959,"Male"
595,"2018-03-30 17:29:05.7460","2018-03-30 17:39:00.8330",79,"7th St at Brannan St",37.7734919,-122.4036725,49,"S Park St at 3rd St",37.7807601,-122.3949894,3457,"Subscriber",1987,"Female"
208,"2018-03-30 17:35:27.2630","2018-03-30 17:38:55.3870",274,"Oregon St at Adeline St",37.8575672,-122.2675583,268,"Ellsworth St at Russell St",37.85749021457153,-122.26157784461977,330,"Subscriber",1985,"Male"
429,"2018-03-30 17:31:44.3560","2018-03-30 17:38:53.5370",342,"Colin P Kelly Jr St at Townsend St (Temporary Site)",37.781382819628725,-122.3898410797119,22,"Howard St at Beale St",37.789756,-122.394643,421,"Subscriber",1981,"Male"
212,"2018-03-30 17:35:19.9070","2018-03-30 17:38:52.8710",77,"11th St at Natoma St",37.7735069,-122.4160402,58,"Market St at 10th St",37.776619,-122.417385,2203,"Subscriber",1979,"Male"
957,"2018-03-30 17:22:51.3590","2018-03-30 17:38:48.9690",58,"Market St at 10th St",37.776619,-122.417385,126,"Esprit Park",37.7616343,-122.3906477,2737,"Subscriber",1988,"Female"
431,"2018-03-30 17:31:28.9350","2018-03-30 17:38:39.9800",99,"Folsom St at 15th St",37.7670373,-122.4154425,76,"McCoppin St at Valencia St",37.77166246221617,-122.42242321372034,2993,"Subscriber",1981,"Male"
717,"2018-03-30 17:26:29.7050","2018-03-30 17:38:26.9150",16,"Steuart St at Market St",37.79413,-122.39443,67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,536,"Subscriber",1988,"Male"
715,"2018-03-30 17:26:29.2280","2018-03-30 17:38:24.8150",16,"Steuart St at Market St",37.79413,-122.39443,67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,3127,"Subscriber",1989,"Female"
722,"2018-03-30 17:26:18.5690","2018-03-30 17:38:20.8970",59,"S Van Ness Ave at Market St",37.774814,-122.418954,139,"Garfield Square (25th St at Harrison St)",37.7510171,-122.4119009,1127,"Subscriber",1979,"Male"
1248,"2018-03-30 17:17:30.9400","2018-03-30 17:38:19.5510",3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,72,"Page St at Scott St",37.772406,-122.4356498,1665,"Subscriber",1997,"Male"
850,"2018-03-30 17:24:07.6410","2018-03-30 17:38:18.4880",8,"The Embarcadero at Vallejo St",37.799953,-122.398525,4,"Cyril Magnin St at Ellis St",37.78588062694133,-122.4089150084319,634,"Subscriber",1994,"Female"
343,"2018-03-30 17:32:28.9130","2018-03-30 17:38:11.9340",16,"Steuart St at Market St",37.79413,-122.39443,6,"The Embarcadero at Sansome St",37.80477,-122.403234,1055,"Subscriber",1983,"Male"
608,"2018-03-30 17:28:02.0340","2018-03-30 17:38:10.6920",79,"7th St at Brannan St",37.7734919,-122.4036725,126,"Esprit Park",37.7616343,-122.3906477,255,"Subscriber",1967,"Female"
189,"2018-03-30 17:34:45.0810","2018-03-30 17:37:54.1680",93,"4th St at Mission Bay Blvd S",37.7704074,-122.3911984,81,"Berry St at 4th St",37.77588,-122.39317,1021,"Subscriber",1960,"Male"
558,"2018-03-30 17:28:32.3980","2018-03-30 17:37:51.3840",130,"22nd St Caltrain Station",37.75736899005735,-122.3920565843582,144,"Precita Park",37.7472996,-122.4114029,2290,"Subscriber",1978,"Male"
830,"2018-03-30 17:23:35.7390","2018-03-30 17:37:26.2750",60,"8th St at Ringold St",37.77452040113685,-122.4094493687153,15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,1695,"Subscriber",1982,"Male"
490,"2018-03-30 17:29:15.9440","2018-03-30 17:37:25.9440",74,"Laguna St at Hayes St",37.776434819204745,-122.42624402046204,43,"San Francisco Public Library (Grove St at Hyde St)",37.7787677,-122.4159292,1645,"Subscriber",1981,"Male"
273,"2018-03-30 17:32:45.3410","2018-03-30 17:37:18.5080",88,"11th St at Bryant St",37.7700298,-122.4117258,58,"Market St at 10th St",37.776619,-122.417385,2950,"Subscriber",1988,"Female"
796,"2018-03-30 17:23:45.5700","2018-03-30 17:37:01.7660",77,"11th St at Natoma St",37.7735069,-122.4160402,81,"Berry St at 4th St",37.77588,-122.39317,2811,"Subscriber",1978,"Male"
437,"2018-03-30 17:29:33.1250","2018-03-30 17:36:50.9660",141,"Valencia St at Cesar Chavez St",37.7479981,-122.4202187,122,"19th St at Mission St",37.760299,-122.418892,2036,"Subscriber",1990,"Male"
417,"2018-03-30 17:29:45.9570","2018-03-30 17:36:43.7100",79,"7th St at Brannan St",37.7734919,-122.4036725,44,"Civic Center/UN Plaza BART Station (Market St at McAllister St)",37.7810737,-122.4117382,2077,"Subscriber",1980,"Male"
480,"2018-03-30 17:28:33.0080","2018-03-30 17:36:33.7440",16,"Steuart St at Market St",37.79413,-122.39443,28,"The Embarcadero at Bryant St",37.78716801474664,-122.38809792330358,3443,"Subscriber","",""
