"duration_sec","start_time","end_time","start_station_id","start_station_name","start_station_latitude","start_station_longitude","end_station_id","end_station_name","end_station_latitude","end_station_longitude","bike_id","user_type","member_birth_year","member_gender"
1699,"2018-03-26 17:08:29.3020","2018-03-26 17:36:49.1970",241,"Ashby BART Station",37.8524766,-122.2702132,240,"Haste St at Telegraph Ave",37.8660431,-122.2588044,108,"Customer",1971,"Male"
358,"2018-03-26 17:30:42.9080","2018-03-26 17:36:41.5450",64,"5th St at Brannan St",37.7767539,-122.3990176,5,"Powell St BART Station (Market St at 5th St)",37.783899357084934,-122.40844488143921,3345,"Subscriber","",""
2258,"2018-03-26 16:58:58.7970","2018-03-26 17:36:37.0710",8,"The Embarcadero at Vallejo St",37.799953,-122.398525,139,"Garfield Square (25th St at Harrison St)",37.7510171,-122.4119009,252,"Subscriber",1981,"Female"
399,"2018-03-26 17:29:53.2750","2018-03-26 17:36:33.1930",338,"13th St at Franklin St",37.80318908113163,-122.27057933807373,195,"Bay Pl at Vernon St",37.81231409135146,-122.26077854633331,79,"Subscriber",1994,"Male"
743,"2018-03-26 17:24:09.2350","2018-03-26 17:36:32.4360",22,"Howard St at Beale St",37.789756,-122.394643,6,"The Embarcadero at Sansome St",37.80477,-122.403234,1634,"Subscriber",1983,"Female"
683,"2018-03-26 17:25:04.7630","2018-03-26 17:36:27.9960",79,"7th St at Brannan St",37.7734919,-122.4036725,22,"Howard St at Beale St",37.789756,-122.394643,99,"Subscriber",1981,"Female"
481,"2018-03-26 17:28:24.3520","2018-03-26 17:36:25.4380",81,"Berry St at 4th St",37.77588,-122.39317,24,"Spear St at Folsom St",37.7896767,-122.3904285,247,"Subscriber",1989,"Male"
466,"2018-03-26 17:28:31.8970","2018-03-26 17:36:17.9330",66,"3rd St at Townsend St",37.77874161153677,-122.39274082710836,89,"Division St at Potrero Ave",37.76921786152374,-122.40764558315276,3658,"Customer",1988,"Male"
504,"2018-03-26 17:27:51.5470","2018-03-26 17:36:15.9880",3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,2971,"Subscriber",1955,"Male"
699,"2018-03-26 17:24:30.6550","2018-03-26 17:36:10.2480",59,"S Van Ness Ave at Market St",37.774814,-122.418954,22,"Howard St at Beale St",37.789756,-122.394643,70,"Subscriber",1982,"Male"
265,"2018-03-26 17:31:35.1110","2018-03-26 17:36:00.2580",27,"Beale St at Harrison St",37.7880593,-122.3918648,17,"Embarcadero BART Station (Beale St at Market St)",37.792251,-122.397086,3729,"Subscriber",1984,"Female"
984,"2018-03-26 17:19:34.9660","2018-03-26 17:35:59.1940",41,"Golden Gate Ave at Polk St",37.78127,-122.41874,64,"5th St at Brannan St",37.7767539,-122.3990176,2822,"Customer","",""
757,"2018-03-26 17:23:18.4480","2018-03-26 17:35:56.1200",19,"Post St at Kearny St",37.788975,-122.403452,30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,440,"Subscriber",1995,"Female"
972,"2018-03-26 17:19:40.8120","2018-03-26 17:35:53.4360",41,"Golden Gate Ave at Polk St",37.78127,-122.41874,64,"5th St at Brannan St",37.7767539,-122.3990176,1992,"Customer","",""
422,"2018-03-26 17:28:45.5720","2018-03-26 17:35:48.5410",114,"Rhode Island St at 17th St",37.7644783,-122.4025701,67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,3026,"Subscriber",1975,"Other"
