"duration_sec","start_time","end_time","start_station_id","start_station_name","start_station_latitude","start_station_longitude","end_station_id","end_station_name","end_station_latitude","end_station_longitude","bike_id","user_type","member_birth_year","member_gender"
331,"2018-02-07 09:41:47.9500","2018-02-07 09:47:19.6630",21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,37,"2nd St at Folsom St",37.78499972833808,-122.39593561749642,1682,"Subscriber",1984,"Male"
529,"2018-02-07 09:38:24.9790","2018-02-07 09:47:14.4030",30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,23,"The Embarcadero at Steuart St",37.791464,-122.391034,1605,"Subscriber",1980,"Male"
419,"2018-02-07 09:40:06.4150","2018-02-07 09:47:05.4920",121,"Mission Playground",37.7592103,-122.4213392,125,"20th St at Bryant St",37.7592005,-122.409851,1711,"Subscriber",1982,"Female"
453,"2018-02-07 09:39:25.3170","2018-02-07 09:46:58.9060",81,"Berry St at 4th St",37.77588,-122.39317,90,"Townsend St at 7th St",37.771058,-122.402717,1506,"Subscriber",1990,"Female"
449,"2018-02-07 09:39:25.0170","2018-02-07 09:46:55.0070",30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,62,"Victoria Manalo Draves Park",37.77779057034257,-122.40643188357353,285,"Customer",1989,"Female"
356,"2018-02-07 09:40:56.9500","2018-02-07 09:46:53.6840",121,"Mission Playground",37.7592103,-122.4213392,125,"20th St at Bryant St",37.7592005,-122.409851,3452,"Subscriber",1986,"Male"
365,"2018-02-07 09:40:43.1470","2018-02-07 09:46:48.8790",126,"Esprit Park",37.7616343,-122.3906477,115,"Jackson Playground",37.7650259,-122.3987734,3030,"Subscriber",1985,"Male"
613,"2018-02-07 09:36:33.2990","2018-02-07 09:46:46.3900",122,"19th St at Mission St",37.760299,-122.418892,58,"Market St at 10th St",37.776619,-122.417385,3158,"Customer","",""
651,"2018-02-07 09:35:48.9870","2018-02-07 09:46:40.3890",197,"El Embarcadero at Grand Ave",37.8088479,-122.2496799,163,"Lake Merritt BART Station",37.7973195,-122.2653199,3320,"Subscriber",1987,"Female"
960,"2018-02-07 09:30:40.1520","2018-02-07 09:46:40.2230",123,"Folsom St at 19th St",37.7605936,-122.4148171,21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,2088,"Subscriber","",""
