"duration_sec","start_time","end_time","start_station_id","start_station_name","start_station_latitude","start_station_longitude","end_station_id","end_station_name","end_station_latitude","end_station_longitude","bike_id","user_type","member_birth_year","member_gender"
438,"2018-01-17 08:20:03.7740","2018-01-17 08:27:21.8760",108,"16th St Mission BART",37.76471008581914,-122.41995692253113,114,"Rhode Island St at 17th St",37.7644783,-122.4025701,1278,"Subscriber",1974,"Male"
521,"2018-01-17 08:18:38.5620","2018-01-17 08:27:20.5050",58,"Market St at 10th St",37.776619,-122.417385,21,"Montgomery St BART Station (Market St at 2nd St)",37.7896254,-122.400811,2019,"Subscriber",1984,"Male"
568,"2018-01-17 08:17:49.9000","2018-01-17 08:27:17.9480",11,"Davis St at Jackson St",37.79728,-122.398436,3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,2922,"Subscriber",1958,"Male"
539,"2018-01-17 08:18:03.7180","2018-01-17 08:27:03.0760",200,"2nd Ave at E 18th St",37.800213566969795,-122.25381016731262,338,"13th St at Franklin St",37.80318908113163,-122.27057933807373,330,"Subscriber",1987,"Male"
179,"2018-01-17 08:24:01.7100","2018-01-17 08:27:01.5350",230,"14th St at Mandela Pkwy",37.8107432,-122.2914153,160,"West Oakland BART Station",37.8053183,-122.2948365,2154,"Subscriber",1971,"Male"
336,"2018-01-17 08:21:21.9860","2018-01-17 08:26:58.9450",102,"Irwin St at 8th St",37.7668828,-122.3995794,30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,148,"Subscriber",1986,"Male"
744,"2018-01-17 08:14:31.8050","2018-01-17 08:26:56.0780",15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,60,"8th St at Ringold St",37.77452040113685,-122.4094493687153,3374,"Subscriber",1985,"Male"
707,"2018-01-17 08:14:39.5450","2018-01-17 08:26:27.0110",323,"Broadway at Kearny",37.79801364395978,-122.40595042705534,67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,2087,"Subscriber",1989,"Male"
108,"2018-01-17 08:24:25.3390","2018-01-17 08:26:13.7480",133,"Valencia St at 22nd St",37.7552126,-122.4209752,134,"Valencia St at 24th St",37.7524278,-122.4206278,1919,"Subscriber",1983,"Male"
835,"2018-01-17 08:12:17.4280","2018-01-17 08:26:12.5950",23,"The Embarcadero at Steuart St",37.791464,-122.391034,19,"Post St at Kearny St",37.788975,-122.403452,512,"Subscriber",1962,"Male"
374,"2018-01-17 08:19:57.8270","2018-01-17 08:26:11.8540",58,"Market St at 10th St",37.776619,-122.417385,45,"5th St at Howard St",37.781752,-122.405127,2863,"Subscriber",1989,"Male"
769,"2018-01-17 08:13:21.6610","2018-01-17 08:26:10.7370",31,"Raymond Kimbell Playground",37.78381270927812,-122.43455886840819,5,"Powell St BART Station (Market St at 5th St)",37.783899357084934,-122.40844488143921,2582,"Subscriber",1992,"Female"
342,"2018-01-17 08:20:24.0210","2018-01-17 08:26:06.0940",76,"McCoppin St at Valencia St",37.77166246221617,-122.42242321372034,223,"16th St Mission BART Station 2",37.7647652154977,-122.42009103298186,285,"Subscriber",1982,"Female"
462,"2018-01-17 08:18:02.8230","2018-01-17 08:25:45.7160",22,"Howard St at Beale St",37.789756,-122.394643,6,"The Embarcadero at Sansome St",37.80477,-122.403234,3664,"Subscriber",1971,"Male"
148,"2018-01-17 08:23:04.1550","2018-01-17 08:25:32.4350",39,"Scott St at Golden Gate Ave",37.7789994,-122.4368608,31,"Raymond Kimbell Playground",37.78381270927812,-122.43455886840819,3576,"Subscriber",1993,"Male"
975,"2018-01-17 08:09:15.7190","2018-01-17 08:25:30.8580",30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,15,"San Francisco Ferry Building (Harry Bridges Plaza)",37.795392,-122.394203,3260,"Subscriber",1991,"Female"
928,"2018-01-17 08:09:58.5350","2018-01-17 08:25:26.6970",175,"49th St at Telegraph Ave",37.8359455,-122.2623663,181,"Grand Ave at Webster St",37.8113768,-122.2651925,3638,"Subscriber",1968,"Female"
1648,"2018-01-17 07:57:52.4890","2018-01-17 08:25:21.3300",285,"Webster St at O'Farrell St",37.78352083526095,-122.43115782737732,93,"4th St at Mission Bay Blvd S",37.7704074,-122.3911984,2595,"Subscriber",1971,"Female"
725,"2018-01-17 08:13:14.9850","2018-01-17 08:25:20.0290",22,"Howard St at Beale St",37.789756,-122.394643,90,"Townsend St at 7th St",37.771058,-122.402717,2193,"Subscriber",1989,"Male"
1518,"2018-01-17 07:59:50.8260","2018-01-17 08:25:09.4680",147,"29th St at Tiffany Ave",37.7440667,-122.4214722,27,"Beale St at Harrison St",37.7880593,-122.3918648,2027,"Subscriber","",""
853,"2018-01-17 08:10:41.7280","2018-01-17 08:24:55.1870",30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,14,"Clay St at Battery St",37.795001,-122.39997,1206,"Subscriber",1994,"Male"
618,"2018-01-17 08:14:36.6080","2018-01-17 08:24:55.0620",96,"Dolores St at 15th St",37.7662102,-122.4266136,90,"Townsend St at 7th St",37.771058,-122.402717,1951,"Subscriber",1992,"Male"
490,"2018-01-17 08:16:33.3570","2018-01-17 08:24:44.0250",134,"Valencia St at 24th St",37.7524278,-122.4206278,144,"Precita Park",37.7472996,-122.4114029,2708,"Subscriber",1979,"Female"
821,"2018-01-17 08:10:51.4470","2018-01-17 08:24:32.5780",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,11,"Davis St at Jackson St",37.79728,-122.398436,3655,"Subscriber",1985,"Female"
909,"2018-01-17 08:09:18.3230","2018-01-17 08:24:28.0930",30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,58,"Market St at 10th St",37.776619,-122.417385,611,"Subscriber",1977,"Male"
538,"2018-01-17 08:15:21.7420","2018-01-17 08:24:19.8100",99,"Folsom St at 15th St",37.7670373,-122.4154425,67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,1181,"Subscriber",1993,"Male"
566,"2018-01-17 08:14:49.3980","2018-01-17 08:24:16.3170",27,"Beale St at Harrison St",37.7880593,-122.3918648,14,"Clay St at Battery St",37.795001,-122.39997,592,"Subscriber",1990,"Male"
735,"2018-01-17 08:12:00.7150","2018-01-17 08:24:16.1160",159,"24th St at Market St",37.8160598,-122.2782444,160,"West Oakland BART Station",37.8053183,-122.2948365,3272,"Subscriber",1995,"Female"
655,"2018-01-17 08:13:05.2210","2018-01-17 08:24:00.8840",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,5,"Powell St BART Station (Market St at 5th St)",37.783899357084934,-122.40844488143921,484,"Subscriber",1963,"Female"
764,"2018-01-17 08:11:16.1270","2018-01-17 08:24:00.8140",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,59,"S Van Ness Ave at Market St",37.774814,-122.418954,1539,"Subscriber",1967,"Male"
490,"2018-01-17 08:15:49.2540","2018-01-17 08:23:59.8780",81,"Berry St at 4th St",37.77588,-122.39317,19,"Post St at Kearny St",37.788975,-122.403452,356,"Subscriber",1991,"Male"
