"duration_sec","start_time","end_time","start_station_id","start_station_name","start_station_latitude","start_station_longitude","end_station_id","end_station_name","end_station_latitude","end_station_longitude","bike_id","user_type","member_birth_year","member_gender"
547,"2018-02-08 07:56:31.8080","2018-02-08 08:05:39.7130",243,"Bancroft Way at College Ave",37.8693603,-122.2543374,171,"Rockridge BART Station",37.84427875399067,-122.251900434494,2275,"Subscriber",1996,"Female"
556,"2018-02-08 07:56:22.5200","2018-02-08 08:05:39.2150",95,"Sanchez St at 15th St",37.7662185,-122.4310597,88,"11th St at Bryant St",37.7700298,-122.4117258,2857,"Subscriber",1983,"Male"
1037,"2018-02-08 07:48:20.4760","2018-02-08 08:05:37.6840",160,"West Oakland BART Station",37.8053183,-122.2948365,153,"59th St at Horton St",37.8409452,-122.2913604,1378,"Subscriber",1986,"Female"
377,"2018-02-08 07:59:16.1850","2018-02-08 08:05:33.3470",67,"San Francisco Caltrain Station 2  (Townsend St at 4th St)",37.7766392,-122.3955263,284,"Yerba Buena Center for the Arts (Howard St at 3rd St)",37.78487208436062,-122.40087568759917,2256,"Subscriber",1973,"Male"
583,"2018-02-08 07:55:36.4060","2018-02-08 08:05:20.4040",30,"San Francisco Caltrain (Townsend St at 4th St)",37.776598,-122.395282,24,"Spear St at Folsom St",37.7896767,-122.3904285,579,"Customer",1985,"Female"
346,"2018-02-08 07:59:31.2460","2018-02-08 08:05:17.3060",58,"Market St at 10th St",37.776619,-122.417385,3,"Powell St BART Station (Market St at 4th St)",37.78637526861584,-122.40490436553954,762,"Subscriber",1988,"Male"
171,"2018-02-08 08:02:23.2840","2018-02-08 08:05:14.9810",138,"Jersey St at Church St",37.7509004,-122.4274114,140,"Cesar Chavez St at Dolores St",37.7478584,-122.4249863,2341,"Subscriber",1963,"Female"
846,"2018-02-08 07:51:07.1040","2018-02-08 08:05:13.1760",70,"Central Ave at Fell St",37.77331087889723,-122.44429260492325,58,"Market St at 10th St",37.776619,-122.417385,2886,"Subscriber",1971,"Male"
801,"2018-02-08 07:51:48.4700","2018-02-08 08:05:10.3910",112,"Harrison St at 17th St",37.7638471,-122.4130036,59,"S Van Ness Ave at Market St",37.774814,-122.418954,2670,"Subscriber",1984,"Female"
852,"2018-02-08 07:50:47.3310","2018-02-08 08:04:59.8560",141,"Valencia St at Cesar Chavez St",37.7479981,-122.4202187,60,"8th St at Ringold St",37.77452040113685,-122.4094493687153,469,"Customer",1991,"Male"
